Brick;Brick.EqualityContract;Brick.Date;Brick.Type;Brick.Open;Brick.High;Brick.Low;Brick.Close;Brick.TicksCount;Brick.Volume
"Brick { Date = 10/06/2024 10:36:18, Type = Up, Open = 121045, High = 121095, Low = 121015, Close = 121095, TicksCount = 20105, Volume = 71350 }";Application.Range.Brick;"10/06/2024 10:36:18";Up;121045;121095;121015;121095;20105;71350
"Brick { Date = 10/06/2024 10:35:29, Type = Up, Open = 120995, High = 121045, Low = 120950, Close = 121045, TicksCount = 16246, Volume = 58574 }";Application.Range.Brick;"10/06/2024 10:35:29";Up;120995;121045;120950;121045;16246;58574
"Brick { Date = 10/06/2024 10:34:19, Type = Up, Open = 120945, High = 120995, Low = 120900, Close = 120995, TicksCount = 24898, Volume = 99248 }";Application.Range.Brick;"10/06/2024 10:34:19";Up;120945;120995;120900;120995;24898;99248
"Brick { Date = 10/06/2024 10:34:04, Type = Down, Open = 120995, High = 121020, Low = 120945, Close = 120945, TicksCount = 10828, Volume = 38867 }";Application.Range.Brick;"10/06/2024 10:34:04";Down;120995;121020;120945;120945;10828;38867
"Brick { Date = 10/06/2024 10:33:57, Type = Up, Open = 120945, High = 120995, Low = 120935, Close = 120995, TicksCount = 8969, Volume = 28748 }";Application.Range.Brick;"10/06/2024 10:33:57";Up;120945;120995;120935;120995;8969;28748
"Brick { Date = 10/06/2024 10:33:54, Type = Up, Open = 120895, High = 120945, Low = 120890, Close = 120945, TicksCount = 7575, Volume = 25500 }";Application.Range.Brick;"10/06/2024 10:33:54";Up;120895;120945;120890;120945;7575;25500
"Brick { Date = 10/06/2024 10:33:30, Type = Up, Open = 120845, High = 120895, Low = 120825, Close = 120895, TicksCount = 10850, Volume = 39630 }";Application.Range.Brick;"10/06/2024 10:33:30";Up;120845;120895;120825;120895;10850;39630
"Brick { Date = 10/06/2024 10:33:11, Type = Up, Open = 120795, High = 120845, Low = 120770, Close = 120845, TicksCount = 6754, Volume = 24962 }";Application.Range.Brick;"10/06/2024 10:33:11";Up;120795;120845;120770;120845;6754;24962
"Brick { Date = 10/06/2024 10:32:26, Type = Up, Open = 120745, High = 120795, Low = 120700, Close = 120795, TicksCount = 12282, Volume = 42780 }";Application.Range.Brick;"10/06/2024 10:32:26";Up;120745;120795;120700;120795;12282;42780
"Brick { Date = 10/06/2024 10:37:01, Type = Up, Open = 121145, High = 121195, Low = 121130, Close = 121195, TicksCount = 12084, Volume = 43477 }";Application.Range.Brick;"10/06/2024 10:37:01";Up;121145;121195;121130;121195;12084;43477
"Brick { Date = 10/06/2024 17:49:22, Type = Last, Open = 120945, High = 120980, Low = 120930, Close = 120940, TicksCount = 3538, Volume = 14391 }";Application.Range.Brick;"10/06/2024 17:49:22";Last;120945;120980;120930;120940;3538;14391
